date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2025-08-18 00:00:00,19.9,12.9,26.4,0,,,10.2,29.6,1016.3,773
2025-08-19 00:00:00,20.8,12.8,29,0,,,5.8,29,1013,676
2025-08-20 00:00:00,19.9,17,22,6.4,,,7.9,28,1009.7,90
2025-08-21 00:00:00,16.6,15.6,18.2,37.6,,,8.6,25,1009.4,0
2025-08-22 00:00:00,18.5,15.1,23.4,0.1,,,8.1,24.1,1015.4,368
2025-08-23 00:00:00,16.2,12,20.5,0,,,7.8,22.2,1018.4,275
2025-08-24 00:00:00,16,9.6,22.1,0,,,6.3,24,1018.8,639
2025-08-25 00:00:00,16.4,8.2,24.5,0,,,4.2,20,1018,728
2025-08-26 00:00:00,19.9,10.8,28.5,0,,,6.6,33,1013.9,597
2025-08-27 00:00:00,20.9,17.9,26.1,2.4,,,7.5,39,1012.1,296
2025-08-28 00:00:00,17.7,15.6,18.9,6,,,7,36,1008.3,2
2025-08-29 00:00:00,17.4,14.1,22.1,10.3,,,7.5,28,1006.8,381
2025-08-30 00:00:00,16.3,13.8,19.9,0.3,,,11.5,36,1011.6,299
2025-08-31 00:00:00,16.8,9.4,24.1,0,,,5,22,1012.7,605
2025-09-01 00:00:00,16.6,13.3,19.4,8.3,,,7.4,64,1010.9,0
2025-09-02 00:00:00,15.7,12.4,20,0.1,,,7.5,31,1013.7,297
2025-09-03 00:00:00,18.1,13.1,24.6,0,,,7.5,24.1,1014.2,439
2025-09-04 00:00:00,17.2,13.9,22,30.1,,,8.9,73,1015.8,99
2025-09-05 00:00:00,14.8,11.1,18.8,3.4,,,7.1,33,1022.2,244
2025-09-06 00:00:00,14.8,8.3,21.6,0.1,,,9.5,33,1022.9,583
2025-09-07 00:00:00,15.7,8.1,24.1,0,,,4.5,18,1018.4,572
2025-09-08 00:00:00,17.2,12.7,22.4,0,,,6.5,28,1016.6,142
2025-09-09 00:00:00,16.6,13.2,19.6,7,,,8.3,36,1014.6,141
2025-09-10 00:00:00,15.6,12.4,19.2,2.9,,,6.4,21,1010.8,239
2025-09-11 00:00:00,15.8,12.1,19.5,1.1,,,9.4,38.9,1013.1,202
2025-09-12 00:00:00,13.9,10.9,17.2,1.6,,,7.2,24.1,1019.9,103
2025-09-13 00:00:00,13.8,7.8,19.9,0,,,5.9,37,1020.1,220
2025-09-14 00:00:00,17,13.7,21,8.2,,,11.4,56,1017.9,209
2025-09-15 00:00:00,20.7,17.1,25.9,0,,,20.5,62,1016.6,412
2025-09-16 00:00:00,15.8,13,18.6,0,,,13.5,47,1022.9,207
2025-09-17 00:00:00,15.2,11.6,19.9,0,,,5.3,22.2,1025,353
2025-09-18 00:00:00,16.3,8.9,25.1,0,,,4.9,20,1025.6,677
2025-09-19 00:00:00,16.4,8.1,26.1,0,,,3.8,13,1025.7,636
2025-09-20 00:00:00,19.2,11.4,27.8,0,,,4.6,22,1020,582
2025-09-21 00:00:00,18.6,15.1,24.1,15.1,,,7.6,30,1014.4,234
2025-09-22 00:00:00,13.6,11.6,16.2,10.6,,,12.8,33.3,1013.7,8
2025-09-23 00:00:00,11.1,10.2,12,7.7,,,12.2,33,1017.5,6
2025-09-24 00:00:00,11.7,10.6,12.9,2.5,,,7.5,21,1016.6,3
2025-09-25 00:00:00,12,9.8,14.6,0.1,,,6.2,22,1018.3,47
2025-09-26 00:00:00,11.4,8.9,14.2,2.8,,,5.7,24.1,1019.3,6
2025-09-27 00:00:00,10.8,8,12.8,10.9,,,4.5,16,1021.9,85
2025-09-28 00:00:00,12,7.1,16.3,0,,,6.9,25.9,1021.2,241
2025-09-29 00:00:00,12.6,9.5,17.3,0,,,6.3,19,1021.5,302
2025-09-30 00:00:00,11.1,7.3,15.8,0.3,,,4.6,45,1023.3,54
2025-10-01 00:00:00,10.3,6.9,14.5,0.1,,,10.8,33.3,1026.5,302
2025-10-02 00:00:00,7.7,2.4,13.9,0,,,10.7,36,1027.5,476
2025-10-03 00:00:00,6.7,0.9,11.9,0,,,4.6,17,1023.7,73
2025-10-04 00:00:00,12.8,7.9,21.8,2.1,,,16.3,82,1012.8,112
2025-10-05 00:00:00,9.5,7.6,12,4.8,,,15.1,51,1019.4,19
2025-10-06 00:00:00,10.1,7.7,13,0.4,,,9.2,28,1027.1,159
2025-10-07 00:00:00,12.4,9.2,17.4,0,,,6.6,25,1026.5,308
2025-10-08 00:00:00,10,6.1,14.3,0,,,5.5,15,1022.8,240
2025-10-09 00:00:00,12.4,8.4,15.1,0,,,5.7,20,1024.1,83
2025-10-10 00:00:00,12.5,8.8,16.2,0,,,11.9,30,1030.8,223
2025-10-11 00:00:00,11.5,8,15.6,0,,,10,41,1032.5,196
2025-10-12 00:00:00,10.2,6.3,15.1,0,,,7.4,26,1028.9,270
2025-10-13 00:00:00,10.2,6.8,12.2,0,,,10.5,31.5,1025.6,154
2025-10-14 00:00:00,11,6,14.1,0,,,9.6,26,1024.2,150
2025-10-15 00:00:00,9.1,3.9,14.6,0,,,9.3,34,1024.6,279
2025-10-16 00:00:00,9.5,7.7,13.7,0,,,9.4,32,1023.2,179
2025-10-17 00:00:00,9.8,5.2,13,0,,,9.1,24.1,1022.8,180
2025-10-18 00:00:00,7.8,0.4,14.4,0,,,9.7,39,1024.4,445
2025-10-19 00:00:00,7.2,1.7,13.4,0,,,4.3,18,1019.3,76
2025-10-20 00:00:00,9.5,5.8,12.9,2.7,,,5,14.8,1008.2,0
2025-10-21 00:00:00,13,9.1,18.1,3.2,,,11.5,44,1003.9,57
2025-10-22 00:00:00,13.5,11.3,16.4,13.7,,,9,24.1,1002.8,0
2025-10-23 00:00:00,11.8,9.1,15.5,15.9,,,20.1,77,998,39
2025-10-24 00:00:00,8.6,6.7,11.4,5.6,,,21.4,77,1009.7,235
2025-10-25 00:00:00,9,7.4,11,13.5,,,13.4,53,1008.8,4
2025-10-26 00:00:00,7.9,5.8,10.7,5.2,,,16.8,49,1012,51
2025-10-27 00:00:00,7.2,5.9,8.8,25.3,,,22.5,71,1012,1
2025-10-28 00:00:00,10.3,7.5,15.4,1.8,,,13.4,50,1016.7,208
2025-10-29 00:00:00,8.4,2.7,13.1,1.8,,,6.4,20,1011.6,295
2025-10-30 00:00:00,10.5,4.7,13.6,2.2,,,8.5,35,1012.6,163
2025-10-31 00:00:00,8.4,2.8,15.4,0,,,4.9,17,1017.1,162
2025-11-01 00:00:00,9.7,5.8,13.6,2.6,,,5.8,18.5,1016.6,36
2025-11-02 00:00:00,10.2,8.2,12.3,19.5,,,8.2,36,1016.9,0
2025-11-03 00:00:00,7.8,3.6,12.7,1,,,7.9,24.1,1025.2,329
2025-11-04 00:00:00,5.1,0,13.1,0,,,3.8,13,1026.2,284
2025-11-05 00:00:00,4.2,-0.3,11.7,0,,,4.7,15,1022.3,129
2025-11-06 00:00:00,2.9,1.1,4.6,0,,,4.1,14,1015.2,62
2025-11-07 00:00:00,3.9,2.1,5.6,0,,,4,12,1013.9,103
2025-11-08 00:00:00,4.5,3.8,5.6,0,,,4,13,1016.5,123
2025-11-09 00:00:00,7.2,5.3,9.6,0.5,,,4.2,17,1019.8,2
2025-11-10 00:00:00,6.5,3.5,7.9,0.1,,,5.5,16,1017.9,53
2025-11-11 00:00:00,7.5,3.1,13.8,0,,,5.1,15,1018.6,299
2025-11-12 00:00:00,4.8,0.2,12.3,0,,,2.9,13,1019.5,120
2025-11-13 00:00:00,6.2,-0.5,17.6,0.2,,,4.3,17,1019.1,324
2025-11-14 00:00:00,6.9,0.9,13.1,0,,,5.8,21,1013.8,223
2025-11-15 00:00:00,11.2,6,17,0,,,6.3,44,1011,149
2025-11-16 00:00:00,7.8,4.2,10.8,0,,,6.1,24,1009.5,1
2025-11-17 00:00:00,6.5,0.5,9.2,6,,,10.4,37,1012,12
2025-11-18 00:00:00,0,-4.5,4.8,0,,,6.2,29,1021.9,226
2025-11-19 00:00:00,1,-2.5,4.3,0,,,6.2,26,1012.8,291
2025-11-20 00:00:00,2.3,0.4,4.2,4.3,,,10.6,43,1011.7,17
2025-11-21 00:00:00,0.2,-1.4,1.7,0.1,,,12.6,32,1019.4,0
2025-11-22 00:00:00,-2.8,-6.9,-0.9,0,,,9.2,32,1028,266
2025-11-23 00:00:00,-2.8,-9.1,2,1.6,,,5.8,27,1018.2,19
2025-11-24 00:00:00,4,1.8,5.7,27,,,8.9,25.9,1002.4,2
2025-11-25 00:00:00,4.1,2.9,5.1,5.3,,,11.8,39,1004.6,11
2025-11-26 00:00:00,2.7,0.3,3.9,4,,,5,20,1017.7,17
2025-11-27 00:00:00,1.5,-3.1,5.1,0,,,5.8,26,1025.7,72
2025-11-28 00:00:00,0,-5.3,4.6,0,,,4.8,20.4,1024.2,129
2025-11-29 00:00:00,4.1,0,9.4,1.2,,,5.1,18.5,1016.9,85
2025-11-30 00:00:00,3,-1.4,7.5,2.6,,,4.9,21,1016,27
2025-12-01 00:00:00,3.9,-0.8,5.3,0.6,,,5,22.2,1020.4,82
2025-12-02 00:00:00,0.3,-2.4,2.5,0,,,5.4,14,1017.6,70
2025-12-03 00:00:00,1.6,0.9,2.5,0,,,5.1,15,1015.4,1
2025-12-04 00:00:00,2.5,1.6,3.9,0,,,5.2,20,1011.4,2
2025-12-05 00:00:00,3.7,2,5.5,3.4,,,4.2,13,1013.2,0
2025-12-06 00:00:00,5.1,-0.2,9.3,0.8,,,9.7,36,1014,15
2025-12-07 00:00:00,8.3,7,9.6,13.5,,,14,38,1016,3
2025-12-08 00:00:00,10,4.2,13.4,5.5,,,11.2,41,1020.8,38
2025-12-09 00:00:00,6,3.1,9.9,0.1,,,5.1,17,1021.1,41
2025-12-10 00:00:00,5.3,1.4,9.8,0,,,4.7,18,1024.8,187
2025-12-11 00:00:00,7.1,5.2,8.4,0,,,4.4,15,1025.7,50
2025-12-12 00:00:00,6,5.2,6.9,0,,,6,15,1025.2,60
2025-12-13 00:00:00,4.5,3.5,5.4,0,,,5.8,15,1030.2,56
2025-12-14 00:00:00,3.3,2,4.3,0,,,5,16,1028.8,17
2025-12-15 00:00:00,1.2,0.6,2.2,0,,,6.7,20,1023.3,49
2025-12-16 00:00:00,1.4,0.5,3.1,0,,,5.6,19,1017.9,1
2025-12-17 00:00:00,2.6,-1.2,7.3,0,,,3.1,13,1023.2,18
2025-12-18 00:00:00,0.9,-0.6,4.2,0,,,4.7,15,1026.2,109
2025-12-19 00:00:00,1.6,-0.3,3.6,0,,,4,13,1025.5,41
2025-12-20 00:00:00,3.5,0.7,9.3,0,,,4.6,13,1019.3,47
2025-12-21 00:00:00,1,-1.9,2.8,0,,,7,24,1013.2,4
2025-12-22 00:00:00,0.9,0.4,1.3,0,,,9.2,21,1011.5,0
2025-12-23 00:00:00,0.8,0.1,1.6,0,,,15.9,35,1014.1,0
2025-12-24 00:00:00,1.5,0.5,2.5,0,,,27.5,75,1017,0
2025-12-25 00:00:00,0.6,0,1.2,0,,,19.4,49,1021.8,24
2025-12-26 00:00:00,-0.3,-0.7,0,0,,,14.9,33,1027.3,32
2025-12-27 00:00:00,-0.6,-1.1,-0.3,0,,,9.5,32,1031.2,23
2025-12-28 00:00:00,-0.3,-1.5,1.6,0,,,10.1,28,1028.9,136
2025-12-29 00:00:00,-0.9,-1.9,0,0,,,4.9,21,1025.1,97
2025-12-30 00:00:00,-0.9,-2.9,1.8,0,,,11.5,29.6,1026.9,67
2025-12-31 00:00:00,-3.8,-7.4,0.3,0,,,7.1,25,1027.7,327
2026-01-01 00:00:00,-4,-10.4,1.8,0,,,8.1,30,1017.2,328
2026-01-02 00:00:00,0.4,-4.7,3,1,,,10.9,50,1008.1,2
2026-01-03 00:00:00,-1.8,-5.6,0.4,0.1,,,9.6,34,1010.8,222
2026-01-04 00:00:00,-6.1,-11.3,-1,0,,,3.8,16.7,1015.9,312
2026-01-05 00:00:00,-5.1,-9.2,-2,0,,,4.1,17,1016.6,220
2026-01-06 00:00:00,-8.4,-13.8,-4.5,0,,,3.5,13,1019.8,107
2026-01-07 00:00:00,-4.7,-8.5,-2.3,0.2,,,6.1,21,1017.8,192
2026-01-08 00:00:00,0.5,-2.1,3.3,12.3,,,14.8,36,1012.6,1
2026-01-09 00:00:00,5,2.2,6.6,3.7,,,23.8,63,1001.2,50
2026-01-10 00:00:00,1.1,0.2,2.5,7.8,,,18,54,1009.3,1
2026-01-11 00:00:00,-0.7,-3.1,0.8,0.5,,,5.1,22,1025.4,74
2026-01-12 00:00:00,1,-2.8,4,0.1,,,8.2,23,1021.3,4
2026-01-13 00:00:00,2.1,-0.4,7.1,0,,,5.5,20,1018.4,205
2026-01-14 00:00:00,2.4,-3,10.9,0,,,4.5,20,1020.1,251
2026-01-15 00:00:00,4.3,0.1,11.2,0,,,5.1,19,1017.9,218
2026-01-16 00:00:00,-0.2,-2.4,1.9,0,,,4.2,13,1019.1,111
2026-01-17 00:00:00,0,-3,3.1,0,,,6.6,18,1020.9,38
2026-01-18 00:00:00,-0.2,-0.8,0.4,0,,,8.9,26,1021.6,10
2026-01-19 00:00:00,-0.9,-1.8,0.6,0,,,3.5,14,1022.2,67
2026-01-20 00:00:00,-2.1,-3.5,-0.3,0,,,5,15,1021.2,107
2026-01-21 00:00:00,-3.3,-4.7,-0.4,0,,,3.8,14,1010.1,105
2026-01-22 00:00:00,-2.9,-4.9,0.7,0,,,4.5,13,1001.5,30
2026-01-23 00:00:00,-1.4,-2.6,-0.4,0,,,3.8,13,999.9,42
2026-01-24 00:00:00,1,-1.4,2.7,0,,,7.5,25,1002.3,111
2026-01-25 00:00:00,2.3,0.8,4.8,0,,,6.6,22,999.4,2
2026-01-26 00:00:00,3.3,0.5,6.1,0.8,,,10.3,33.3,1003,24
2026-01-27 00:00:00,-0.1,-6,4.4,0.1,,,5.2,19,1001.7,25
2026-01-28 00:00:00,2.3,1,4.2,4.7,,,5.7,15,993.2,8
2026-01-29 00:00:00,3,1.6,5.3,0.6,,,7.1,22,999.6,11
2026-01-30 00:00:00,1.1,-2.3,3.2,2.9,,,8,22,1001.9,15
2026-01-31 00:00:00,1.2,-2.5,3.2,0,,,5.3,18,1005.5,44
2026-02-01 00:00:00,2,-0.9,6.2,0,,,6.9,18,1010.5,60
2026-02-02 00:00:00,2.5,-0.8,7,0,,,6,21,1003.3,51
2026-02-03 00:00:00,3.8,-0.8,8.9,1,,,10.6,52,1000.6,82
2026-02-04 00:00:00,0.1,-2.6,3.6,0,,,5.8,22,998.5,90
2026-02-05 00:00:00,0.7,-1.2,3.9,0,,,6.9,18,993.8,93
2026-02-06 00:00:00,5.2,-0.2,9.7,2.2,,,10.2,36,995.2,101
2026-02-07 00:00:00,6.7,2.1,11.1,0.2,,,4.8,20,1005.3,100
2026-02-08 00:00:00,1.9,-2.4,5.2,0,,,4.4,22,1008.6,125
2026-02-09 00:00:00,3.1,-1.3,5.4,0,,,4.6,25.9,1008.3,91
2026-02-10 00:00:00,1.9,-3.1,5.3,2.1,,,5.9,18.5,1002.4,0
2026-02-11 00:00:00,6.9,4.1,8.2,14.2,,,18.8,50,994,3
2026-02-12 00:00:00,7.5,6.2,9.9,8.1,,,18.7,48.2,989.1,52
2026-02-13 00:00:00,7.4,5.4,11.3,1.2,,,14.2,46.3,995.2,122
2026-02-14 00:00:00,4.9,2.1,7,3.5,,,10.5,27,1001.2,7
2026-02-15 00:00:00,1.9,0.4,3.9,6.8,,,7.5,34,1014.6,58
2026-02-16 00:00:00,5.3,3.1,7.8,21.6,,,19.9,69,1003.1,34
2026-02-17 00:00:00,3,0.7,5.6,11.1,,,13.7,54,1012.4,84
2026-02-18 00:00:00,-0.2,-2.3,1.2,8.8,,,4.8,14.8,1013.8,0
2026-02-19 00:00:00,3.6,1,6.2,7.7,,,6.5,19,1003.7,0
2026-02-20 00:00:00,5.4,3.7,7.9,3.8,,,7.4,32,1021.1,10
2026-02-21 00:00:00,6.8,5.2,8.9,4.2,,,19.4,48,1028,0
2026-02-22 00:00:00,7.9,4.2,11.3,0,,,9.8,27.8,1026.8,181
2026-02-23 00:00:00,9.9,7.2,13.6,2.6,,,10.5,38.9,1022.8,87
2026-02-24 00:00:00,11.3,6.2,15.3,0,,,7.8,29.6,1021.9,153
2026-02-25 00:00:00,8.3,4,14.3,0,,,4,14,1023.4,329
2026-02-26 00:00:00,8.4,0.3,18.4,0,,,5.2,25,1026.2,442
2026-02-27 00:00:00,9,0.9,19,0,,,3.4,16.7,1023,538
2026-02-28 00:00:00,7.6,2.4,11.5,0,,,8.7,28,1024.2,171
